entity_id,dimension,value,is_primary
653,sector,healthcare,1
653,region,national,1
654,population,Indigenous,1
654,sector,public_services,1
654,region,national,1
655,population,general_public,1
655,sector,healthcare,1
655,region,national,1
656,population,general_public,1
656,sector,healthcare,1
656,region,national,1
657,population,general_public,1
657,sector,healthcare,1
657,region,national,1
658,population,general_public,1
658,sector,healthcare,1
658,region,national,1
659,population,general_public,1
659,sector,healthcare,1
659,region,national,1
660,population,general_public,1
660,sector,healthcare,1
660,sector,housing,0
660,region,national,1
661,population,general_public,1
661,sector,healthcare,1
661,region,national,1
662,population,general_public,1
662,sector,healthcare,1
662,region,national,1
663,population,general_public,1
663,sector,healthcare,1
663,region,national,1
664,population,Indigenous,1
664,sector,public_services,1
664,region,national,1
665,population,Indigenous,1
665,population,women,0
665,sector,public_services,1
665,region,national,1
666,population,general_public,1
666,sector,employment,1
666,region,national,1
667,population,Indigenous,1
667,sector,public_services,1
667,region,national,1
668,population,Indigenous,1
668,sector,public_services,1
668,region,national,1
669,population,Indigenous,1
669,sector,public_services,1
669,region,national,1
670,population,Indigenous,1
670,sector,public_services,1
670,region,national,1
671,population,Indigenous,1
671,sector,public_services,1
671,region,national,1
672,population,general_public,1
672,sector,healthcare,1
672,region,national,1
673,population,general_public,1
673,sector,employment,1
673,sector,healthcare,0
673,region,national,1
674,population,general_public,1
674,sector,healthcare,1
674,region,national,1
675,population,general_public,1
675,sector,healthcare,1
675,region,national,1
676,population,Indigenous,1
676,sector,public_services,1
676,region,national,1
677,population,Indigenous,1
677,sector,public_services,1
677,region,national,1
678,population,general_public,1
678,sector,healthcare,1
678,region,national,1
679,population,general_public,1
679,sector,healthcare,1
679,region,national,1
680,population,general_public,1
680,sector,healthcare,1
680,region,national,1
681,population,general_public,1
681,sector,healthcare,1
681,region,national,1
682,population,general_public,1
682,sector,healthcare,1
682,region,national,1
683,population,general_public,1
683,sector,healthcare,1
683,region,national,1
684,population,general_public,1
684,sector,healthcare,1
684,region,national,1
685,population,general_public,1
685,sector,healthcare,1
685,region,national,1
686,population,Indigenous,1
686,sector,employment,1
686,region,national,1
687,population,general_public,1
687,sector,healthcare,1
687,region,national,1
688,population,general_public,1
688,sector,healthcare,1
688,sector,language_training,0
688,region,national,1
689,population,general_public,1
689,sector,healthcare,1
689,region,national,1
690,population,general_public,1
690,sector,employment,1
690,sector,healthcare,0
690,sector,funding_grants,0
690,region,national,1
691,population,general_public,1
691,sector,healthcare,1
691,region,national,1
692,population,general_public,1
692,sector,healthcare,1
692,region,national,1
693,population,general_public,1
693,sector,public_services,1
693,region,national,1
694,population,general_public,1
694,sector,healthcare,1
694,region,national,1
695,population,general_public,1
695,sector,public_services,1
695,region,national,1
696,population,general_public,1
696,sector,education,1
696,sector,funding_grants,0
696,region,national,1
697,population,general_public,1
697,sector,healthcare,1
697,region,national,1
698,population,general_public,1
698,sector,healthcare,1
698,region,national,1
699,population,general_public,1
699,sector,healthcare,1
699,region,national,1
700,population,general_public,1
700,sector,public_services,1
700,region,national,1
701,population,general_public,1
701,sector,public_services,1
701,region,national,1
702,population,general_public,1
702,sector,employment,1
702,sector,healthcare,0
702,sector,funding_grants,0
702,region,national,1
703,population,Indigenous,1
703,population,Inuit,0
703,sector,healthcare,1
703,region,national,1
704,population,general_public,1
704,sector,public_services,1
704,region,national,1
705,population,general_public,1
705,sector,healthcare,1
705,region,national,1
706,population,women,1
706,sector,employment,1
706,sector,healthcare,0
706,sector,housing,0
706,region,national,1
707,population,general_public,1
707,sector,employment,1
707,region,national,1
708,population,general_public,1
708,sector,public_services,1
708,region,national,1
709,population,general_public,1
709,sector,healthcare,1
709,region,national,1
710,population,general_public,1
710,sector,healthcare,1
710,region,national,1
711,population,general_public,1
711,sector,healthcare,1
711,region,national,1
712,population,general_public,1
712,sector,healthcare,1
712,region,national,1
713,population,newcomers,1
713,population,women,0
713,sector,education,1
713,sector,immigration_settlement,0
713,region,national,1
714,population,general_public,1
714,sector,healthcare,1
714,region,national,1
715,population,general_public,1
715,sector,healthcare,1
715,region,national,1
716,population,general_public,1
716,sector,public_services,1
716,region,national,1
717,population,general_public,1
717,sector,public_services,1
717,region,national,1
718,population,general_public,1
718,sector,healthcare,1
718,region,national,1
719,population,general_public,1
719,sector,healthcare,1
719,region,national,1
720,population,women,1
720,sector,employment,1
720,region,national,1
721,population,youth,1
721,population,disabilities,0
721,sector,education,1
721,sector,healthcare,0
721,region,national,1
722,population,general_public,1
722,sector,healthcare,1
722,region,national,1
723,population,general_public,1
723,sector,healthcare,1
723,region,national,1
724,population,general_public,1
724,sector,public_services,1
724,region,national,1
725,population,general_public,1
725,sector,skills_training,1
725,region,national,1
726,population,rural_remote,1
726,sector,healthcare,1
726,region,national,1
727,population,general_public,1
727,sector,public_services,1
727,region,national,1
728,population,general_public,1
728,sector,public_services,1
728,region,national,1
729,population,general_public,1
729,sector,healthcare,1
729,region,national,1
730,population,general_public,1
730,sector,healthcare,1
730,sector,funding_grants,0
730,region,national,1
731,population,general_public,1
731,sector,healthcare,1
731,region,national,1
732,population,general_public,1
732,sector,healthcare,1
732,region,national,1
733,population,youth,1
733,sector,education,1
733,sector,healthcare,0
733,region,national,1
734,population,general_public,1
734,sector,healthcare,1
734,region,national,1
735,population,general_public,1
735,sector,healthcare,1
735,region,national,1
736,population,general_public,1
736,sector,healthcare,1
736,region,national,1
737,population,general_public,1
737,sector,healthcare,1
737,region,national,1
738,population,general_public,1
738,sector,employment,1
738,sector,healthcare,0
738,sector,funding_grants,0
738,region,national,1
739,population,general_public,1
739,sector,healthcare,1
739,region,national,1
740,population,general_public,1
740,sector,healthcare,1
740,region,national,1
741,population,general_public,1
741,sector,healthcare,1
741,sector,housing,0
741,sector,funding_grants,0
741,region,national,1
742,population,general_public,1
742,sector,healthcare,1
742,region,national,1
743,population,Indigenous,1
743,population,rural_remote,0
743,sector,employment,1
743,sector,healthcare,0
743,sector,housing,0
743,region,national,1
744,population,general_public,1
744,sector,healthcare,1
744,region,national,1
745,population,youth,1
745,population,disabilities,0
745,sector,education,1
745,region,national,1
746,population,Indigenous,1
746,sector,public_services,1
746,region,national,1
747,population,Indigenous,1
747,sector,housing,1
747,region,national,1
748,population,Indigenous,1
748,population,women,0
748,sector,public_services,1
748,region,national,1
749,population,Indigenous,1
749,population,rural_remote,0
749,sector,funding_grants,1
749,region,national,1
750,population,general_public,1
750,sector,public_services,1
750,region,YT,1
751,population,Indigenous,1
751,population,disabilities,0
751,sector,healthcare,1
751,sector,mental_health,0
751,region,national,1
752,population,youth,1
752,sector,education,1
752,region,national,1
753,population,general_public,1
753,sector,healthcare,1
753,region,national,1
754,population,general_public,1
754,sector,healthcare,1
754,region,national,1
755,population,general_public,1
755,sector,public_services,1
755,region,national,1
756,population,general_public,1
756,sector,employment,1
756,sector,healthcare,0
756,region,national,1
757,population,general_public,1
757,sector,employment,1
757,sector,healthcare,0
757,region,national,1
758,population,general_public,1
758,sector,employment,1
758,sector,healthcare,0
758,region,national,1
759,population,general_public,1
759,sector,public_services,1
759,region,national,1
760,population,general_public,1
760,sector,public_services,1
760,region,national,1
761,population,general_public,1
761,sector,healthcare,1
761,region,national,1
762,population,Indigenous,1
762,sector,public_services,1
762,region,national,1
763,population,general_public,1
763,sector,healthcare,1
763,region,national,1
764,population,general_public,1
764,sector,healthcare,1
764,region,national,1
765,population,general_public,1
765,sector,healthcare,1
765,region,national,1
766,population,general_public,1
766,sector,healthcare,1
766,region,national,1
767,population,general_public,1
767,sector,public_services,1
767,region,national,1
768,population,general_public,1
768,sector,public_services,1
768,region,national,1
769,population,general_public,1
769,sector,public_services,1
769,region,national,1
770,population,general_public,1
770,sector,employment,1
770,region,national,1
771,population,general_public,1
771,sector,healthcare,1
771,region,national,1
772,population,general_public,1
772,sector,healthcare,1
772,region,national,1
773,population,general_public,1
773,sector,healthcare,1
773,region,national,1
774,population,general_public,1
774,sector,skills_training,1
774,region,national,1
775,population,general_public,1
775,sector,healthcare,1
775,region,national,1
776,population,youth,1
776,sector,education,1
776,region,national,1
777,population,general_public,1
777,sector,funding_grants,1
777,region,national,1
778,population,general_public,1
778,sector,public_services,1
778,region,national,1
779,population,youth,1
779,sector,employment,1
779,sector,healthcare,0
779,region,national,1
780,population,youth,1
780,sector,employment,1
780,sector,healthcare,0
780,region,national,1
781,population,general_public,1
781,sector,healthcare,1
781,region,national,1
782,population,general_public,1
782,sector,healthcare,1
782,region,national,1
783,population,general_public,1
783,sector,healthcare,1
783,region,national,1
784,population,general_public,1
784,sector,healthcare,1
784,region,national,1
785,population,general_public,1
785,sector,employment,1
785,sector,healthcare,0
785,region,national,1
786,population,general_public,1
786,sector,public_services,1
786,region,national,1
787,population,general_public,1
787,sector,public_services,1
787,region,national,1
788,population,general_public,1
788,sector,employment,1
788,sector,healthcare,0
788,region,national,1
789,population,youth,1
789,sector,public_services,1
789,region,national,1
790,population,general_public,1
790,sector,employment,1
790,sector,education,0
790,sector,healthcare,0
790,region,national,1
791,population,general_public,1
791,sector,public_services,1
791,region,national,1
792,population,women,1
792,sector,public_services,1
792,region,national,1
793,population,general_public,1
793,sector,public_services,1
793,region,national,1
794,population,general_public,1
794,sector,healthcare,1
794,region,national,1
795,population,general_public,1
795,sector,employment,1
795,sector,healthcare,0
795,region,national,1
796,population,general_public,1
796,sector,employment,1
796,sector,healthcare,0
796,region,national,1
797,population,general_public,1
797,sector,employment,1
797,sector,healthcare,0
797,region,national,1
798,population,general_public,1
798,sector,public_services,1
798,region,national,1
799,population,general_public,1
799,sector,healthcare,1
799,region,national,1
800,population,seniors,1
800,sector,funding_grants,1
800,region,national,1
801,population,general_public,1
801,sector,funding_grants,1
801,region,national,1
802,population,seniors,1
802,sector,healthcare,1
802,region,national,1
803,population,general_public,1
803,sector,healthcare,1
803,region,national,1
804,population,general_public,1
804,sector,public_services,1
804,region,national,1
805,population,women,1
805,sector,public_services,1
805,region,national,1
806,population,Indigenous,1
806,population,Inuit,0
806,sector,public_services,1
806,region,national,1
807,population,general_public,1
807,sector,skills_training,1
807,sector,funding_grants,0
807,region,national,1
808,population,disabilities,1
808,sector,employment,1
808,sector,healthcare,0
808,region,national,1
809,population,general_public,1
809,sector,language_training,1
809,region,national,1
810,population,general_public,1
810,sector,employment,1
810,sector,funding_grants,0
810,region,national,1
811,population,general_public,1
811,sector,public_services,1
811,region,national,1
812,population,general_public,1
812,sector,public_services,1
812,region,national,1
813,population,general_public,1
813,sector,healthcare,1
813,region,national,1
814,population,general_public,1
814,sector,public_services,1
814,region,national,1
815,population,general_public,1
815,sector,public_services,1
815,region,national,1
816,population,general_public,1
816,sector,public_services,1
816,region,national,1
817,population,general_public,1
817,sector,public_services,1
817,region,national,1
818,population,general_public,1
818,sector,public_services,1
818,region,national,1
819,population,women,1
819,sector,public_services,1
819,region,national,1
820,population,general_public,1
820,sector,public_services,1
820,region,national,1
821,population,general_public,1
821,sector,public_services,1
821,region,national,1
822,population,general_public,1
822,sector,public_services,1
822,region,national,1
823,population,general_public,1
823,sector,public_services,1
823,region,national,1
824,population,general_public,1
824,sector,public_services,1
824,region,national,1
825,population,general_public,1
825,sector,public_services,1
825,region,national,1
826,population,general_public,1
826,sector,public_services,1
826,region,national,1
827,population,youth,1
827,population,women,0
827,sector,education,1
827,region,national,1
828,population,general_public,1
828,sector,healthcare,1
828,region,national,1
829,population,general_public,1
829,sector,public_services,1
829,region,national,1
830,population,general_public,1
830,sector,public_services,1
830,region,national,1
831,population,general_public,1
831,sector,public_services,1
831,region,national,1
832,population,general_public,1
832,sector,public_services,1
832,region,national,1
833,population,general_public,1
833,sector,public_services,1
833,region,national,1
834,population,general_public,1
834,sector,public_services,1
834,region,national,1
835,population,general_public,1
835,sector,public_services,1
835,region,national,1
836,population,women,1
836,sector,education,1
836,region,national,1
837,population,general_public,1
837,sector,public_services,1
837,region,national,1
838,population,general_public,1
838,sector,employment,1
838,region,national,1
839,population,women,1
839,sector,public_services,1
839,region,national,1
840,population,general_public,1
840,sector,public_services,1
840,region,national,1
841,population,general_public,1
841,sector,public_services,1
841,region,national,1
842,population,general_public,1
842,sector,public_services,1
842,region,national,1
843,population,general_public,1
843,sector,public_services,1
843,region,national,1
844,population,general_public,1
844,sector,public_services,1
844,region,national,1
845,population,general_public,1
845,sector,public_services,1
845,region,national,1
846,population,general_public,1
846,sector,public_services,1
846,region,national,1
847,population,youth,1
847,population,women,0
847,sector,healthcare,1
847,sector,housing,0
847,region,national,1
848,population,general_public,1
848,sector,public_services,1
848,region,national,1
849,population,general_public,1
849,sector,public_services,1
849,region,national,1
850,population,seniors,1
850,sector,public_services,1
850,region,national,1
851,population,general_public,1
851,sector,public_services,1
851,region,national,1
852,population,seniors,1
852,sector,healthcare,1
852,region,national,1
853,population,general_public,1
853,sector,healthcare,1
853,region,national,1
854,population,general_public,1
854,sector,public_services,1
854,region,national,1
855,population,general_public,1
855,sector,public_services,1
855,region,national,1
856,population,general_public,1
856,sector,public_services,1
856,region,national,1
857,population,general_public,1
857,sector,public_services,1
857,region,national,1
858,population,general_public,1
858,sector,public_services,1
858,region,national,1
859,population,general_public,1
859,sector,public_services,1
859,region,national,1
860,population,general_public,1
860,sector,housing,1
860,sector,disability_support,0
860,region,national,1
861,population,general_public,1
861,sector,public_services,1
861,region,national,1
862,population,general_public,1
862,sector,public_services,1
862,region,national,1
863,population,seniors,1
863,sector,public_services,1
863,region,national,1
864,population,seniors,1
864,sector,public_services,1
864,region,national,1
865,population,general_public,1
865,sector,public_services,1
865,region,national,1
866,population,general_public,1
866,sector,public_services,1
866,region,national,1
867,population,general_public,1
867,sector,public_services,1
867,region,national,1
868,population,general_public,1
868,sector,employment,1
868,region,national,1
869,population,general_public,1
869,sector,employment,1
869,sector,healthcare,0
869,region,national,1
870,population,women,1
870,sector,employment,1
870,sector,housing,0
870,region,national,1
871,population,women,1
871,sector,employment,1
871,sector,housing,0
871,region,national,1
872,population,women,1
872,population,seniors,0
872,sector,employment,1
872,sector,housing,0
872,region,national,1
873,population,women,1
873,sector,employment,1
873,sector,housing,0
873,region,national,1
874,population,women,1
874,sector,employment,1
874,sector,housing,0
874,region,national,1
875,population,women,1
875,sector,employment,1
875,sector,housing,0
875,region,national,1
876,population,women,1
876,population,seniors,0
876,sector,employment,1
876,sector,housing,0
876,region,national,1
877,population,women,1
877,sector,employment,1
877,sector,housing,0
877,region,national,1
878,population,women,1
878,sector,employment,1
878,sector,housing,0
878,region,national,1
879,population,women,1
879,sector,employment,1
879,sector,housing,0
879,region,national,1
880,population,women,1
880,sector,employment,1
880,sector,housing,0
880,region,national,1
881,population,women,1
881,sector,employment,1
881,sector,housing,0
881,region,national,1
882,population,women,1
882,sector,employment,1
882,sector,housing,0
882,region,national,1
883,population,women,1
883,sector,employment,1
883,sector,housing,0
883,region,national,1
884,population,women,1
884,sector,employment,1
884,sector,housing,0
884,region,national,1
885,population,women,1
885,sector,employment,1
885,sector,housing,0
885,region,national,1
886,population,women,1
886,sector,employment,1
886,sector,housing,0
886,region,national,1
887,population,women,1
887,sector,employment,1
887,sector,housing,0
887,region,national,1
888,population,women,1
888,sector,employment,1
888,sector,housing,0
888,region,national,1
889,population,women,1
889,sector,employment,1
889,sector,housing,0
889,region,national,1
890,population,women,1
890,sector,employment,1
890,sector,housing,0
890,region,national,1
891,population,women,1
891,sector,employment,1
891,sector,housing,0
891,region,national,1
892,population,women,1
892,sector,employment,1
892,sector,housing,0
892,region,national,1
893,population,women,1
893,sector,employment,1
893,sector,housing,0
893,region,national,1
894,population,women,1
894,sector,employment,1
894,sector,housing,0
894,region,national,1
895,population,women,1
895,sector,employment,1
895,sector,housing,0
895,region,national,1
896,population,women,1
896,sector,employment,1
896,sector,housing,0
896,region,national,1
897,population,women,1
897,sector,employment,1
897,sector,housing,0
897,region,national,1
898,population,women,1
898,sector,employment,1
898,sector,housing,0
898,region,national,1
899,population,women,1
899,sector,employment,1
899,sector,housing,0
899,region,national,1
900,population,women,1
900,sector,employment,1
900,sector,housing,0
900,region,national,1
901,population,women,1
901,sector,employment,1
901,sector,housing,0
901,region,national,1
902,population,women,1
902,sector,employment,1
902,sector,housing,0
902,region,national,1
903,population,women,1
903,sector,employment,1
903,sector,housing,0
903,region,national,1
904,population,women,1
904,sector,employment,1
904,sector,housing,0
904,region,national,1
905,population,women,1
905,sector,employment,1
905,sector,housing,0
905,region,national,1
906,population,women,1
906,sector,employment,1
906,sector,housing,0
906,region,national,1
907,population,women,1
907,sector,employment,1
907,sector,housing,0
907,region,national,1
908,population,women,1
908,sector,employment,1
908,sector,housing,0
908,region,national,1
909,population,women,1
909,sector,employment,1
909,sector,housing,0
909,region,national,1
910,population,women,1
910,sector,employment,1
910,sector,housing,0
910,region,national,1
911,population,women,1
911,sector,employment,1
911,sector,housing,0
911,region,national,1
912,population,women,1
912,sector,employment,1
912,sector,housing,0
912,region,national,1
913,population,women,1
913,sector,employment,1
913,sector,housing,0
913,region,national,1
914,population,women,1
914,sector,employment,1
914,sector,housing,0
914,region,national,1
915,population,women,1
915,sector,employment,1
915,sector,housing,0
915,region,national,1
916,population,women,1
916,sector,employment,1
916,sector,housing,0
916,region,national,1
917,population,women,1
917,sector,employment,1
917,sector,housing,0
917,region,national,1
918,population,women,1
918,sector,employment,1
918,sector,education,0
918,sector,housing,0
918,region,national,1
919,population,women,1
919,sector,employment,1
919,sector,housing,0
919,region,national,1
920,population,women,1
920,sector,employment,1
920,sector,healthcare,0
920,sector,housing,0
920,region,national,1
921,population,women,1
921,sector,employment,1
921,sector,housing,0
921,region,national,1
922,population,women,1
922,sector,employment,1
922,sector,housing,0
922,region,national,1
923,population,women,1
923,sector,employment,1
923,sector,housing,0
923,region,national,1
924,population,women,1
924,sector,employment,1
924,sector,healthcare,0
924,sector,housing,0
924,region,national,1
925,population,women,1
925,sector,employment,1
925,sector,housing,0
925,region,national,1
926,population,women,1
926,sector,employment,1
926,sector,housing,0
926,region,national,1
927,population,women,1
927,sector,employment,1
927,sector,housing,0
927,region,national,1
928,population,women,1
928,sector,employment,1
928,sector,housing,0
928,region,national,1
929,population,women,1
929,sector,employment,1
929,sector,housing,0
929,region,national,1
930,population,women,1
930,sector,employment,1
930,sector,housing,0
930,region,national,1
931,population,women,1
931,sector,employment,1
931,sector,housing,0
931,region,national,1
932,population,women,1
932,sector,employment,1
932,sector,housing,0
932,region,national,1
933,population,women,1
933,sector,employment,1
933,sector,housing,0
933,region,national,1
934,population,women,1
934,sector,employment,1
934,sector,housing,0
934,region,national,1
935,population,women,1
935,sector,employment,1
935,sector,housing,0
935,region,national,1
936,population,women,1
936,sector,employment,1
936,sector,housing,0
936,region,national,1
937,population,women,1
937,sector,employment,1
937,sector,housing,0
937,region,national,1
938,population,women,1
938,sector,employment,1
938,sector,housing,0
938,region,national,1
939,population,women,1
939,sector,employment,1
939,sector,housing,0
939,region,national,1
940,population,women,1
940,sector,employment,1
940,sector,housing,0
940,region,national,1
941,population,women,1
941,sector,employment,1
941,sector,housing,0
941,region,national,1
942,population,women,1
942,sector,employment,1
942,sector,housing,0
942,region,national,1
943,population,women,1
943,sector,employment,1
943,sector,housing,0
943,region,national,1
944,population,women,1
944,sector,employment,1
944,sector,housing,0
944,region,national,1
945,population,women,1
945,sector,employment,1
945,sector,housing,0
945,region,national,1
946,population,women,1
946,sector,employment,1
946,sector,housing,0
946,region,national,1
947,population,women,1
947,sector,employment,1
947,sector,housing,0
947,region,national,1
948,population,women,1
948,sector,employment,1
948,sector,housing,0
948,region,national,1
949,population,women,1
949,sector,employment,1
949,sector,housing,0
949,region,national,1
950,population,women,1
950,sector,employment,1
950,sector,housing,0
950,region,national,1
951,population,women,1
951,sector,employment,1
951,sector,housing,0
951,region,national,1
952,population,general_public,1
952,sector,housing,1
952,sector,funding_grants,0
952,sector,language_training,0
952,region,national,1
953,population,youth,1
953,population,disabilities,0
953,sector,employment,1
953,region,national,1
954,population,newcomers,1
954,sector,employment,1
954,sector,housing,0
954,sector,immigration_settlement,0
954,region,national,1
955,population,general_public,1
955,sector,public_services,1
955,region,national,1
956,population,youth,1
956,sector,public_services,1
956,region,national,1
957,population,general_public,1
957,sector,public_services,1
957,region,national,1
958,population,general_public,1
958,sector,language_training,1
958,region,national,1
959,population,general_public,1
959,sector,language_training,1
959,region,national,1
960,population,general_public,1
960,sector,language_training,1
960,region,national,1
961,population,women,1
961,sector,employment,1
961,region,national,1
962,population,general_public,1
962,sector,public_services,1
962,region,national,1
963,population,general_public,1
963,sector,public_services,1
963,region,national,1
964,population,general_public,1
964,sector,employment,1
964,sector,skills_training,0
964,region,national,1
965,population,youth,1
965,population,disabilities,0
965,sector,language_training,1
965,region,national,1
966,population,general_public,1
966,sector,employment,1
966,sector,immigration_settlement,0
966,region,national,1
967,population,general_public,1
967,sector,employment,1
967,region,national,1
968,population,general_public,1
968,sector,employment,1
968,sector,healthcare,0
968,region,national,1
969,population,youth,1
969,sector,employment,1
969,region,national,1
970,population,seniors,1
970,sector,employment,1
970,region,national,1
971,population,general_public,1
971,sector,skills_training,1
971,region,national,1
972,population,general_public,1
972,sector,employment,1
972,region,national,1
973,population,general_public,1
973,sector,employment,1
973,sector,healthcare,0
973,sector,funding_grants,0
973,region,national,1
974,population,general_public,1
974,sector,public_services,1
974,region,national,1
975,population,general_public,1
975,sector,housing,1
975,region,national,1
976,population,general_public,1
976,sector,housing,1
976,region,national,1
977,population,general_public,1
977,sector,public_services,1
977,region,national,1
978,population,general_public,1
978,sector,skills_training,1
978,sector,education,0
978,region,national,1
979,population,general_public,1
979,sector,employment,1
979,sector,skills_training,0
979,sector,funding_grants,0
979,region,national,1
980,population,general_public,1
980,sector,skills_training,1
980,region,national,1
981,population,general_public,1
981,sector,skills_training,1
981,region,national,1
982,population,general_public,1
982,sector,public_services,1
982,region,national,1
983,population,general_public,1
983,sector,public_services,1
983,region,national,1
984,population,youth,1
984,sector,public_services,1
984,region,national,1
985,population,general_public,1
985,sector,public_services,1
985,region,national,1
986,population,general_public,1
986,sector,public_services,1
986,region,national,1
987,population,general_public,1
987,sector,public_services,1
987,region,national,1
988,population,general_public,1
988,sector,public_services,1
988,region,national,1
989,population,disabilities,1
989,sector,skills_training,1
989,sector,education,0
989,sector,healthcare,0
989,region,national,1
990,population,general_public,1
990,sector,public_services,1
990,region,national,1
991,population,general_public,1
991,sector,public_services,1
991,region,national,1
992,population,general_public,1
992,sector,public_services,1
992,region,national,1
993,population,general_public,1
993,sector,public_services,1
993,region,national,1
994,population,disabilities,1
994,sector,skills_training,1
994,region,national,1
995,population,women,1
995,sector,employment,1
995,region,national,1
996,population,general_public,1
996,sector,public_services,1
996,region,national,1
997,population,general_public,1
997,sector,public_services,1
997,region,national,1
998,population,general_public,1
998,sector,public_services,1
998,region,national,1
999,population,youth,1
999,sector,public_services,1
999,region,national,1
1000,population,general_public,1
1000,sector,public_services,1
1000,region,national,1
1001,population,disabilities,1
1001,sector,employment,1
1001,sector,education,0
1001,sector,housing,0
1001,region,national,1
1002,population,general_public,1
1002,sector,public_services,1
1002,region,national,1
1003,population,Indigenous,1
1003,population,Inuit,0
1003,population,disabilities,0
1003,population,rural_remote,0
1003,sector,employment,1
1003,sector,skills_training,0
1003,region,national,1
1004,population,general_public,1
1004,sector,public_services,1
1004,region,national,1
1005,population,women,1
1005,sector,employment,1
1005,region,national,1
1006,population,general_public,1
1006,sector,employment,1
1006,region,national,1
1007,population,newcomers,1
1007,sector,funding_grants,1
1007,sector,immigration_settlement,0
1007,region,national,1
1008,population,women,1
1008,sector,funding_grants,1
1008,region,national,1
1009,population,general_public,1
1009,sector,public_services,1
1009,region,AB,1
1010,population,youth,1
1010,sector,employment,1
1010,region,national,1
1011,population,youth,1
1011,sector,public_services,1
1011,region,national,1
1012,population,women,1
1012,sector,public_services,1
1012,region,national,1
1013,population,general_public,1
1013,sector,employment,1
1013,sector,skills_training,0
1013,sector,healthcare,0
1013,sector,funding_grants,0
1013,region,national,1
1014,population,general_public,1
1014,sector,employment,1
1014,region,national,1
1015,population,general_public,1
1015,sector,public_services,1
1015,region,national,1
1016,population,newcomers,1
1016,sector,employment,1
1016,sector,immigration_settlement,0
1016,region,national,1
1017,population,general_public,1
1017,sector,public_services,1
1017,region,national,1
1018,population,general_public,1
1018,sector,employment,1
1018,sector,skills_training,0
1018,sector,mental_health,0
1018,sector,housing,0
1018,region,national,1
1019,population,general_public,1
1019,sector,employment,1
1019,sector,skills_training,0
1019,region,national,1
1020,population,women,1
1020,sector,public_services,1
1020,region,national,1
1021,population,general_public,1
1021,sector,public_services,1
1021,region,national,1
1022,population,women,1
1022,sector,employment,1
1022,region,national,1
1023,population,general_public,1
1023,sector,education,1
1023,sector,healthcare,0
1023,region,PEI,1
1024,population,general_public,1
1024,sector,public_services,1
1024,region,BC,1
1025,population,disabilities,1
1025,sector,language_training,1
1025,region,national,1
1026,population,general_public,1
1026,sector,education,1
1026,region,national,1
1027,population,general_public,1
1027,sector,employment,1
1027,region,national,1
1028,population,general_public,1
1028,sector,public_services,1
1028,region,national,1
1029,population,general_public,1
1029,sector,funding_grants,1
1029,region,ON,1
1030,population,disabilities,1
1030,sector,public_services,1
1030,region,national,1
1031,population,general_public,1
1031,sector,housing,1
1031,region,national,1
1032,population,general_public,1
1032,sector,public_services,1
1032,region,national,1
1033,population,general_public,1
1033,sector,public_services,1
1033,region,NB,1
1034,population,general_public,1
1034,sector,public_services,1
1034,region,NB,1
1035,population,general_public,1
1035,sector,public_services,1
1035,region,AB,1
1036,population,general_public,1
1036,sector,public_services,1
1036,region,BC,1
1037,population,general_public,1
1037,sector,public_services,1
1037,region,MB,1
1038,population,general_public,1
1038,sector,public_services,1
1038,region,ON,1
1039,population,general_public,1
1039,sector,public_services,1
1039,region,BC,1
1040,population,general_public,1
1040,sector,public_services,1
1040,region,NB,1
1041,population,general_public,1
1041,sector,public_services,1
1041,region,ON,1
1042,population,general_public,1
1042,sector,public_services,1
1042,region,MB,1
1043,population,general_public,1
1043,sector,public_services,1
1043,region,MB,1
1044,population,general_public,1
1044,sector,public_services,1
1044,region,AB,1
1045,population,general_public,1
1045,sector,public_services,1
1045,region,SK,1
1046,population,general_public,1
1046,sector,public_services,1
1046,region,AB,1
1047,population,general_public,1
1047,sector,public_services,1
1047,region,SK,1
1048,population,general_public,1
1048,sector,public_services,1
1048,region,ON,1
1049,population,general_public,1
1049,sector,public_services,1
1049,region,QC,1
1050,population,general_public,1
1050,sector,public_services,1
1050,region,MB,1
1051,population,general_public,1
1051,sector,public_services,1
1051,region,ON,1
1052,population,general_public,1
1052,sector,public_services,1
1052,region,ON,1
1053,population,general_public,1
1053,sector,public_services,1
1053,region,BC,1
1054,population,general_public,1
1054,sector,public_services,1
1054,region,QC,1
1055,population,general_public,1
1055,sector,public_services,1
1055,region,ON,1
1056,population,general_public,1
1056,sector,public_services,1
1056,region,ON,1
1057,population,general_public,1
1057,sector,housing,1
1057,region,QC,1
1058,population,general_public,1
1058,sector,public_services,1
1058,region,AB,1
1059,population,general_public,1
1059,sector,public_services,1
1059,region,BC,1
1060,population,general_public,1
1060,sector,public_services,1
1060,region,BC,1
1061,population,general_public,1
1061,sector,public_services,1
1061,region,national,1
1062,population,general_public,1
1062,sector,public_services,1
1062,region,MB,1
1063,population,general_public,1
1063,sector,public_services,1
1063,region,SK,1
1064,population,general_public,1
1064,sector,public_services,1
1064,region,ON,1
1065,population,general_public,1
1065,sector,public_services,1
1065,region,BC,1
1066,population,general_public,1
1066,sector,public_services,1
1066,region,ON,1
1067,population,general_public,1
1067,sector,public_services,1
1067,region,BC,1
1068,population,general_public,1
1068,sector,public_services,1
1068,region,NB,1
1069,population,general_public,1
1069,sector,public_services,1
1069,region,NB,1
1070,population,general_public,1
